ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB
Luteimonas	0.036	14.458	0.280051378	0.599059988	NotSig	0.175	0.171
Oxalicibacterium	-1.511	12.426	0.280428922	0.599059988	NotSig	0.008	0.023
Oceanobacillus	0.575	15.176	0.281402275	0.599655249	NotSig	0.075	0.05
Intestinibacter	-0.837	10.551	0.281548015	0.599655249	NotSig	0.003	0.005
Pelagibius	2.121	10.966	0.283820317	0.599830062	NotSig	0.004	0.001
Pseudonocardia	1.099	14.61	0.286300212	0.599830062	NotSig	0.221	0.103
Eubacterium	-11.723	8.966	0.286674213	0.599830062	NotSig	0	0
Aequorivita	-11.723	8.967	0.286674213	0.599830062	NotSig	0	0
Jannaschia	-11.723	8.966	0.286674213	0.599830062	NotSig	0	0
Pleomorphomonas	-11.723	8.967	0.286674213	0.599830062	NotSig	0	0
Undibacterium	-11.723	8.966	0.286674213	0.599830062	NotSig	0	0
Afifella	-11.724	8.967	0.286674213	0.599830062	NotSig	0	0
Tindallia	-11.723	8.967	0.286674213	0.599830062	NotSig	0	0
Herpetosiphon	-11.723	8.966	0.286674213	0.599830062	NotSig	0	0
Amnibacterium	-11.723	8.966	0.286674213	0.599830062	NotSig	0	0
Ancalomicrobium	-11.722	8.965	0.286674213	0.599830062	NotSig	0	0
Lysinibacillus	2.477	15.135	0.288321901	0.602394367	NotSig	0.081	0.015
Melioribacter	0.356	14.721	0.291966266	0.609116757	NotSig	0.085	0.066
Planifilum	2.582	15.897	0.294265859	0.613018075	NotSig	0.281	0.047
Halothiobacillus	-0.288	11.287	0.297468322	0.618786146	NotSig	0.005	0.006
Microvirga	0.829	15.861	0.299038633	0.621147205	NotSig	0.48	0.27
Thauera	0.788	14.096	0.300822046	0.6239434	NotSig	0.067	0.039
Prolixibacter	0.343	12.426	0.302259929	0.626015848	NotSig	0.02	0.016
Bryocella	-0.579	9.966	0.305123396	0.63103056	NotSig	0.003	0.004
Acidiferrobacter	-0.407	10.551	0.307169263	0.634342314	NotSig	0.004	0.005
Jahnella	-0.596	10.966	0.320031619	0.659949596	NotSig	0.006	0.008
Derxia	-1.479	13.609	0.32821073	0.667865844	NotSig	0.043	0.119
Hydrotalea	-0.007	11.966	0.329210161	0.667865844	NotSig	0.009	0.009
Phaselicystis	0.492	13.966	0.331929932	0.667865844	NotSig	0.037	0.026
Ammoniibacillus	1.185	13.425	0.332027138	0.667865844	NotSig	0.038	0.017
Modestobacter	2.724	16.214	0.333116773	0.667865844	NotSig	0.246	0.037
Labrenzia	1.385	9.966	0.337150034	0.667865844	NotSig	0.002	0.001
Acidimicrobium	-0.95	10.966	0.34100209	0.667865844	NotSig	0.006	0.013
Pseudoruegeria	0.537	9.966	0.344455293	0.667865844	NotSig	0.001	0.001
Desulfovermiculus	0.732	13.053	0.344468533	0.667865844	NotSig	0.006	0.004
Nisaea	0.589	11.551	0.347381564	0.667865844	NotSig	0.011	0.007
Phycisphaera	-0.012	12.426	0.352398733	0.667865844	NotSig	0.012	0.012
Arcobacter	13.108	10.551	0.354056992	0.667865844	NotSig	0.001	0
Roseibacillus	13.523	10.967	0.354056992	0.667865844	NotSig	0.001	0
Salinirepens	11.523	8.966	0.354056992	0.667865844	NotSig	0	0
Methylophaga	11.522	8.965	0.354056992	0.667865844	NotSig	0	0
Parachlamydia	11.523	8.966	0.354056992	0.667865844	NotSig	0	0
Draconibacterium	11.523	8.966	0.354056992	0.667865844	NotSig	0	0
Lishizhenia	13.107	10.551	0.354056992	0.667865844	NotSig	0.001	0
Marivirga	11.523	8.966	0.354056992	0.667865844	NotSig	0	0
Fusibacter	14.33	11.773	0.354056992	0.667865844	NotSig	0.002	0
Sulfitobacter	11.523	8.967	0.354056992	0.667865844	NotSig	0	0
Silanimonas	11.523	8.967	0.354056992	0.667865844	NotSig	0	0
Treponema	13.108	10.551	0.354056992	0.667865844	NotSig	0.001	0
Congregibacter	11.523	8.966	0.354056992	0.667865844	NotSig	0	0
Desulfomicrobium	11.522	8.965	0.354056992	0.667865844	NotSig	0	0
Blautia	11.523	8.966	0.354056992	0.667865844	NotSig	0	0
Marixanthomonas	11.523	8.967	0.354056992	0.667865844	NotSig	0	0
Cobetia	11.523	8.966	0.354056992	0.667865844	NotSig	0	0
Lutimonas	11.523	8.966	0.354056992	0.667865844	NotSig	0	0
Gallaecimonas	11.522	8.965	0.354056992	0.667865844	NotSig	0	0
Oceanicella	11.522	8.965	0.354056992	0.667865844	NotSig	0	0
Algiphilus	13.522	10.965	0.354056992	0.667865844	NotSig	0.001	0
SR1_genera_incertae_sedis	11.523	8.966	0.354056992	0.667865844	NotSig	0	0
Marispirillum	11.523	8.966	0.354056992	0.667865844	NotSig	0	0
Thiodictyon	11.523	8.966	0.354056992	0.667865844	NotSig	0	0
Pseudoclavibacter	11.523	8.966	0.354056992	0.667865844	NotSig	0	0
Coprococcus	11.523	8.966	0.354056992	0.667865844	NotSig	0	0
Citreicella	11.522	8.965	0.354056992	0.667865844	NotSig	0	0
Cesiribacter	11.523	8.966	0.354056992	0.667865844	NotSig	0	0
Litoreibacter	11.523	8.966	0.354056992	0.667865844	NotSig	0	0
Telmatocola	11.523	8.966	0.354056992	0.667865844	NotSig	0	0
Azovibrio	11.523	8.966	0.354056992	0.667865844	NotSig	0	0
Succinispira	14.33	11.774	0.354056992	0.667865844	NotSig	0.002	0
Vagococcus	12.522	9.965	0.354056992	0.667865844	NotSig	0.001	0
Uruburuella	12.522	9.966	0.354056992	0.667865844	NotSig	0.001	0
Ilyobacter	13.108	10.551	0.354056992	0.667865844	NotSig	0.001	0
Helicobacter	11.523	8.966	0.354056992	0.667865844	NotSig	0	0
Hwanghaeicola	11.522	8.965	0.354056992	0.667865844	NotSig	0	0
Dehalospirillum	11.522	8.965	0.354056992	0.667865844	NotSig	0	0
Cloacibacillus	13.844	11.288	0.354056992	0.667865844	NotSig	0.001	0
Anaeroarcus	13.107	10.55	0.354056992	0.667865844	NotSig	0.001	0
Anaerocella	11.523	8.967	0.354056992	0.667865844	NotSig	0	0
Peptostreptococcaceae_incertae_sedis	12.522	9.965	0.354056992	0.667865844	NotSig	0.001	0
Oceanimonas	13.107	10.551	0.354056992	0.667865844	NotSig	0.001	0
Papillibacter	11.522	8.965	0.354056992	0.667865844	NotSig	0	0
Alkalibacterium	11.522	8.965	0.354056992	0.667865844	NotSig	0	0
Piscibacillus	11.522	8.965	0.354056992	0.667865844	NotSig	0	0
Porphyromonas	17.077	14.52	0.354056992	0.667865844	NotSig	0.014	0
Megamonas	11.521	8.964	0.354056992	0.667865844	NotSig	0	0
Methylobacillus	14.693	12.136	0.354056992	0.667865844	NotSig	0.003	0
Marinococcus	11.523	8.966	0.354056992	0.667865844	NotSig	0	0
Nitritalea	11.523	8.966	0.354056992	0.667865844	NotSig	0	0
Nioella	11.523	8.966	0.354056992	0.667865844	NotSig	0	0
Methylothermus	11.523	8.966	0.354056992	0.667865844	NotSig	0	0
Bordetella	-1.2	9.966	0.354291832	0.667865844	NotSig	0.001	0.002
Parcubacteria_genera_incertae_sedis	1.154	11.288	0.364707912	0.686593918	NotSig	0.007	0.003
Thioprofundum	-0.2	10.551	0.367314269	0.689696838	NotSig	0.001	0.002
Ornithobacterium	-0.785	9.966	0.367322773	0.689696838	NotSig	0.001	0.002
Acidaminobacter	-0.522	9.966	0.372130237	0.697805319	NotSig	0.001	0.002
Roseimicrobium	-2.016	13.052	0.376741204	0.705524538	NotSig	0.007	0.03
Crocinitomix	1.801	9.966	0.382045624	0.714394305	NotSig	0.001	0
Lacibacter	0.712	10.966	0.382478801	0.714394305	NotSig	0.009	0.006
Caldibacillus	1.8	9.966	0.385499578	0.719095292	NotSig	0.001	0
Exiguobacterium	0.196	14.054	0.389125363	0.724911087	NotSig	0.036	0.031
Desulfatibacillum	0.799	9.967	0.390725768	0.725996968	NotSig	0.001	0.001
Roseburia	1.384	8.967	0.390725768	0.725996968	NotSig	0.001	0
Fodinicola	-0.633	13.551	0.391714685	0.726887979	NotSig	0.041	0.064
Thiohalomonas	0.8	11.55	0.397399984	0.736480229	NotSig	0.005	0.003
Chromohalobacter	-1.107	10.551	0.406089399	0.751607746	NotSig	0.002	0.005
Albimonas	1.062	9.966	0.413918363	0.765105575	NotSig	0.004	0.002
Anaerobacterium	1.385	10.55	0.41500154	0.766115392	NotSig	0.003	0.001
Carboxylicivirga	-0.392	10.551	0.416214175	0.767361276	NotSig	0.002	0.003
Geothrix	0.716	13.359	0.419776586	0.772930566	NotSig	0.034	0.021
Kitasatospora	-0.813	11.288	0.421789426	0.775635967	NotSig	0.005	0.009
Rhodocista	-0.965	12.425	0.4227739	0.77644576	NotSig	0.009	0.017
Haliea	-0.31	11.774	0.424237595	0.778132453	NotSig	0.011	0.014
Lewinella	-1.139	11.288	0.428193897	0.784380861	NotSig	0.004	0.008
Actinomycetospora	1.781	14.136	0.461724874	0.844719737	NotSig	0.069	0.02
Aeribacillus	5.378	15.251	0.463039988	0.846041054	NotSig	0.056	0.001
Microcella	1.146	12.136	0.466431131	0.851147346	NotSig	0.026	0.012
Streptosporangium	0.288	12.667	0.467824155	0.852599067	NotSig	0.03	0.024
Loktanella	1.674	11.966	0.476089644	0.866556022	NotSig	0.006	0.002
Corallococcus	1.516	11.551	0.479650626	0.871925406	NotSig	0.007	0.002
Rubrivirga	2.047	11.966	0.480884987	0.873057095	NotSig	0.006	0.001
Vampirovibrio	0.504	14.458	0.482238108	0.874401245	NotSig	0.084	0.059
Rhizocola	-1.499	12.774	0.487446396	0.88272336	NotSig	0.008	0.022
Halioglobus	0.648	9.966	0.488113254	0.882810664	NotSig	0.003	0.002
Erythrobacter	0.471	11.966	0.488920364	0.883095809	NotSig	0.013	0.009
Bacteriovorax	-0.2	9.966	0.490127457	0.883095809	NotSig	0.001	0.001
Desulfosalsimonas	-0.201	9.966	0.490127457	0.883095809	NotSig	0.001	0.001
Gracilibacillus	0.478	9.966	0.504001997	0.906949369	NotSig	0.002	0.002
Niabella	1.067	14.252	0.508447466	0.913796642	NotSig	0.068	0.032
Thermoactinomyces	1.431	13.55	0.51111687	0.917438709	NotSig	0.028	0.01
Thioalkalivibrio	-0.256	12.966	0.522240972	0.936228477	NotSig	0.045	0.053
Thalassobacillus	1.365	13.551	0.525474905	0.940844027	NotSig	0.022	0.008
Ornithinibacter	-0.499	13.966	0.531746232	0.950580583	NotSig	0.109	0.153
Rhodopirellula	-0.144	14.848	0.532499085	0.950580583	NotSig	0.116	0.128
Pseudobacteroides	2.269	13.551	0.532911329	0.950580583	NotSig	0.064	0.013
Melghirimyces	0.247	12.135	0.537126605	0.956903452	NotSig	0.013	0.011
Aquaspirillum	0.206	13.214	0.539705844	0.96029955	NotSig	0.03	0.026
Methylotenera	-1.052	14.609	0.553611366	0.983814967	NotSig	0.023	0.047
Anoxybacillus	-0.061	14.551	0.555636743	0.986186109	NotSig	0.119	0.124
Panacagrimonas	0.358	14.872	0.557327252	0.98795775	NotSig	0.047	0.036
Polynucleobacter	2.585	12.966	0.56470968	0.999802374	NotSig	0.018	0.003
Rhizobacter	1.792	13.92	0.56912806	1	NotSig	0.053	0.015
Tenacibaculum	-0.522	9.966	0.571868528	1	NotSig	0.001	0.002
Psychrobacillus	0.385	11.288	0.583375123	1	NotSig	0.003	0.002
Anaerosinus	0.063	11.287	0.584152635	1	NotSig	0.005	0.005
Archangium	0.281	12.966	0.584586856	1	NotSig	0.041	0.034
Acetonema	-0.352	10.551	0.586754343	1	NotSig	0.003	0.003
Propionivibrio	-0.785	9.967	0.587977151	1	NotSig	0.002	0.003
Altererythrobacter	1.688	14.694	0.588896044	1	NotSig	0.161	0.05
Sulfuricella	-1.047	10.965	0.590019254	1	NotSig	0.001	0.003
Microlunatus	1.098	12.551	0.590687545	1	NotSig	0.017	0.008
Kribbella	0.239	13.824	0.593252181	1	NotSig	0.096	0.082
Neochlamydia	0.885	12.773	0.594287519	1	NotSig	0.021	0.011
Iamia	0.875	12.551	0.596553814	1	NotSig	0.017	0.009
Tahibacter	0.385	9.966	0.601229498	1	NotSig	0.004	0.003
Pelagibacterium	0.452	11.288	0.60418532	1	NotSig	0.006	0.005
Vulcaniibacterium	0.063	10.551	0.610495723	1	NotSig	0.002	0.002
Geobacillus	3.575	15.581	0.610738614	1	NotSig	0.076	0.006
Hippea	0.385	9.966	0.612082452	1	NotSig	0.002	0.001
Cytophaga	1.071	14.053	0.621947868	1	NotSig	0.021	0.01
Ruminococcus	1.24	10.966	0.622369071	1	NotSig	0.006	0.002
Devosia	0.878	15.135	0.622944031	1	NotSig	0.326	0.177
Duganella	2.048	11.773	0.626486287	1	NotSig	0.011	0.003
Nitrososphaera	-1.169	18.866	0.633934208	1	NotSig	1.604	3.606
Methylomonas	2.608	11.551	0.642847967	1	NotSig	0.002	0
Polymorphobacter	2.385	11.288	0.645465442	1	NotSig	0.002	0
Mariniradius	0.8	8.967	0.645465442	1	NotSig	0.001	0
Actinopolyspora	1.8	10.551	0.645465442	1	NotSig	0.001	0
Larkinella	2.16	13.288	0.649878887	1	NotSig	0.023	0.005
Pseudenhygromyxa	0.8	8.966	0.650715783	1	NotSig	0.001	0
Sphingobium	0.821	11.966	0.660166705	1	NotSig	0.02	0.011
Phaeodactylibacter	-0.77	13.964	0.674398126	1	NotSig	0.028	0.048
Falsirhodobacter	0.105	11.288	0.677645906	1	NotSig	0.006	0.006
Microtetraspora	1.787	13.489	0.679033317	1	NotSig	0.031	0.009
Saccharicrinis	-0.593	13.773	0.679592774	1	NotSig	0.034	0.051
Rhodovulum	0.428	10.966	0.689973651	1	NotSig	0.005	0.004
Planctopirus	-0.288	12.666	0.692118465	1	NotSig	0.033	0.04
Roseococcus	0.022	9.966	0.693329589	1	NotSig	0.002	0.002
Enhygromyxa	0.048	10.966	0.701929433	1	NotSig	0.011	0.011
Sinomonas	0.385	12.288	0.71422541	1	NotSig	0.016	0.012
Blastocatella	-0.622	14.323	0.726498193	1	NotSig	0.097	0.149
Solitalea	0.177	12.135	0.730743031	1	NotSig	0.022	0.019
Arenibacter	2.086	15.908	0.739820781	1	NotSig	0.164	0.039
Asticcacaulis	1.215	11.288	0.745118673	1	NotSig	0.007	0.003
Hymenobacter	1.385	12.288	0.76576981	1	NotSig	0.004	0.002
Sunxiuqinia	-1.093	10.966	0.77392317	1	NotSig	0.002	0.004
Sporobacter	0.894	12.55	0.776948775	1	NotSig	0.023	0.012
Slackia	-2.522	13.489	0.783151393	1	NotSig	0.002	0.012
Galbibacter	1.924	14.694	0.787506822	1	NotSig	0.032	0.008
Desulfobulbus	-0.562	12.136	0.787796657	1	NotSig	0.014	0.021
Dethiobacter	2.491	14.897	0.796090613	1	NotSig	0.12	0.021
Nakamurella	0.467	14.458	0.804743428	1	NotSig	0.064	0.046
Chitinophaga	0.055	16.544	0.808993382	1	NotSig	0.39	0.375
Kroppenstedtia	1.8	12.966	0.815312575	1	NotSig	0.013	0.004
Colwellia	-0.522	9.966	0.819934956	1	NotSig	0.001	0.002
Turneriella	1.386	10.966	0.826724516	1	NotSig	0.003	0.001
Flavihumibacter	0.058	10.967	0.827380544	1	NotSig	0.018	0.017
Lentibacillus	0.988	16.418	0.83060381	1	NotSig	0.263	0.132
Mogibacterium	0.648	10.551	0.831281974	1	NotSig	0.005	0.003
Actinoplanes	0.145	14.458	0.832317669	1	NotSig	0.102	0.093
Arenimonas	0.407	14.424	0.833646555	1	NotSig	0.087	0.066
Phyllobacterium	0.537	9.966	0.839865894	1	NotSig	0.001	0.001
Prosthecomicrobium	-0.2	9.966	0.841024144	1	NotSig	0.001	0.002
Methylocystis	0.433	14.214	0.844705513	1	NotSig	0.103	0.076
Terrabacter	0.168	12.873	0.84715797	1	NotSig	0.061	0.055
Rhodobacter	0.286	10.966	0.85161008	1	NotSig	0.002	0.002
Kineosporia	0.895	12.965	0.864122306	1	NotSig	0.046	0.025
Ornithinimicrobium	1.429	13.054	0.873001087	1	NotSig	0.01	0.004
Ornithinibacillus	0.863	17.115	0.87813181	1	NotSig	0.323	0.178
Reyranella	0.183	14.25	0.881026146	1	NotSig	0.229	0.202
Sporolituus	1.424	13.357	0.881573218	1	NotSig	0.011	0.004
Microbulbifer	1.121	10.965	0.896681585	1	NotSig	0.001	0.001
Cereibacter	-0.2	8.966	0.896681585	1	NotSig	0.001	0.001
Brevifollis	0.385	9.965	0.899188679	1	NotSig	0.001	0.001
Eionea	0.8	9.967	0.901696251	1	NotSig	0.001	0.001
Akkermansia	-0.989	12.425	0.906818066	1	NotSig	0.003	0.006
Ethanoligenens	-0.377	11.551	0.921748915	1	NotSig	0.007	0.009
Saccharibacillus	-1.2	9.966	0.921751071	1	NotSig	0	0.001
Paraferrimonas	-0.963	13.359	0.923393885	1	NotSig	0.033	0.064
Pontibacter	0.345	14.58	0.924627987	1	NotSig	0.09	0.071
Levilinea	-0.2	8.965	0.925296811	1	NotSig	0	0
Methyloligella	1.384	10.55	0.928844777	1	NotSig	0.001	0
Paludibacter	3.97	13.136	0.928844777	1	NotSig	0.005	0
Sandarakinorhabdus	0.799	9.966	0.928844777	1	NotSig	0.001	0
Polaribacter	-0.199	8.967	0.928844777	1	NotSig	0	0
Methanoregula	-0.199	8.966	0.928844777	1	NotSig	0	0
Lysinimonas	1.648	11.773	0.929213301	1	NotSig	0.005	0.002
Gp14	0.141	10.551	0.934035163	1	NotSig	0.006	0.005
Virgibacillus	-0.2	10.966	0.953800138	1	NotSig	0.003	0.003
Tepidisphaera	1.281	16.185	0.954142597	1	NotSig	0.177	0.073
Cryptosporangium	1.209	16.709	0.965914991	1	NotSig	0.197	0.085
Cupriavidus	1.55	16.366	0.97068947	1	NotSig	0.31	0.106
Thermodesulfovibrio	-3.644	13.72	0.971568013	1	NotSig	0.003	0.033
Magnetospirillum	1.229	11.774	0.975960631	1	NotSig	0.01	0.004
Marinoscillum	-0.007	9.966	0.980095192	1	NotSig	0.002	0.002
Thermomonas	0.772	11.966	0.985811445	1	NotSig	0.015	0.009
Desulfatiglans	-3.177	13.135	0.98921434	1	NotSig	0.002	0.021
