ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB
Oceanococcus	2.576	13.609	0.075281139	0.178152878	NotSig	0.02	0.003
Algimonas	-0.721	16.085	0.075429856	0.17820928	NotSig	0.178	0.293
Arthrobacter	-1.764	16.747	0.07617646	0.179675716	NotSig	0.179	0.606
Dechloromonas	2.936	17.433	0.07692742	0.181147571	NotSig	0.067	0.009
Blastopirellula	1.459	17.186	0.077218157	0.181311563	NotSig	1.415	0.515
Ectothiorhodosinus	14.162	10.966	0.07750414	0.181311563	NotSig	0.002	0
Serinicoccus	13.873	9.966	0.077504832	0.181311563	NotSig	0.001	0
Hydrogenophilus	14.951	11.551	0.077505293	0.181311563	NotSig	0.003	0
Amycolatopsis	0.815	13.213	0.084064091	0.196332992	NotSig	0.005	0.003
Thiomonas	4.291	14.551	0.084345674	0.196652947	NotSig	0.015	0.001
Shewanella	2.026	15.873	0.084476704	0.196652947	NotSig	0.231	0.057
Prosthecobacter	1.985	14.551	0.085719729	0.199221585	NotSig	0.009	0.002
Colwellia	2.022	18.61	0.086419649	0.20052169	NotSig	0.414	0.102
Salisaeta	0.707	14.747	0.086895792	0.201299182	NotSig	0.15	0.092
Enterovibrio	3.031	13.61	0.087903405	0.202928044	NotSig	0.022	0.003
Mesoflavibacter	0.496	17.766	0.087966078	0.202928044	NotSig	0.499	0.354
Seonamhaeicola	3.401	12.288	0.08802555	0.202928044	NotSig	0.004	0
Thermaerobacter	3.208	11.55	0.088299069	0.203230277	NotSig	0.003	0
Sorangium	3.722	11.551	0.08885183	0.204173208	NotSig	0.005	0
Gp16	0.673	12.424	0.089138655	0.204360888	NotSig	0.005	0.003
Algiphilus	4.696	17.976	0.089219925	0.204360888	NotSig	0.412	0.016
Spiribacter	-0.236	11.773	0.089768161	0.205070091	NotSig	0.014	0.016
Haemophilus	2.815	10.551	0.08995772	0.205070091	NotSig	0.003	0
Rhizorhapis	3.612	13.872	0.089960671	0.205070091	NotSig	0.023	0.002
Alkalibacter	0.722	12.136	0.09090944	0.206902347	NotSig	0.007	0.005
Cupriavidus	2.137	11.288	0.092778824	0.210820672	NotSig	0.003	0.001
Sphingopyxis	1.323	15.01	0.095729032	0.217178584	NotSig	0.091	0.036
Inquilinus	1.816	11.773	0.097298938	0.220389817	NotSig	0.005	0.002
Ignavibacterium	-1.506	8.967	0.102059986	0.227272591	NotSig	0.001	0.002
Luteivirga	17.078	15.195	0.102634278	0.227272591	NotSig	0.014	0
Anaerostipes	15.287	13.135	0.102634278	0.227272591	NotSig	0.004	0
Methylocaldum	14.403	10.966	0.102635835	0.227272591	NotSig	0.002	0
Natronocella	13.703	9.966	0.102635835	0.227272591	NotSig	0.001	0
Desulfosporosinus	14.872	12.136	0.102636146	0.227272591	NotSig	0.003	0
Microvirga	13.288	8.967	0.102636146	0.227272591	NotSig	0.001	0
Gp20	14.025	10.966	0.102636146	0.227272591	NotSig	0.002	0
Pusillimonas	13.872	9.965	0.102636768	0.227272591	NotSig	0.001	0
Chlamydophila	14.403	10.966	0.102636768	0.227272591	NotSig	0.002	0
Clostridium_III	15.79	13.666	0.10263708	0.227272591	NotSig	0.006	0
Nitrososphaera	15.346	12.773	0.10263708	0.227272591	NotSig	0.004	0
Acidicaldus	14.702	12.134	0.10263708	0.227272591	NotSig	0.003	0
Alkalilimnicola	16.585	13.772	0.102637391	0.227272591	NotSig	0.01	0
Maritimimonas	0.942	17.315	0.102726574	0.227272591	NotSig	0.231	0.12
Yersinia	-0.853	12.773	0.103148165	0.22785206	NotSig	0.013	0.023
Pectobacterium	-1.388	15.076	0.104226586	0.229878421	NotSig	0.031	0.08
Thiobacillus	-0.506	10.551	0.104570393	0.230035733	NotSig	0.001	0.002
Pseudofulvimonas	1.985	12.426	0.104620316	0.230035733	NotSig	0.011	0.003
Bartonella	0.153	12.136	0.106010997	0.232734912	NotSig	0.015	0.014
Variovorax	2.859	12.136	0.107490189	0.235472236	NotSig	0.005	0.001
Gemmatimonas	-0.582	11.966	0.107587875	0.235472236	NotSig	0.007	0.01
Terrimonas	1.576	14.721	0.109421927	0.239119586	NotSig	0.01	0.003
Aestuariibaculum	3.162	12.551	0.109770603	0.239514757	NotSig	0.01	0.001
Sulfurovum	0.678	14.175	0.111551463	0.242753843	NotSig	0.038	0.024
Lucibacterium	-0.289	16.513	0.111595319	0.242753843	NotSig	0.098	0.12
Granulosicoccus	1.865	15.425	0.113355622	0.246207721	NotSig	0.219	0.06
Zavarzinella	0.851	13.666	0.114632546	0.248602801	NotSig	0.007	0.004
Ralstonia	7.48	19.55	0.116650088	0.252594348	NotSig	0.27	0.002
Clostridium_XlVa	4.648	13.609	0.11685033	0.252644577	NotSig	0.01	0
Desulfobacca	2.173	12.873	0.119011826	0.256757694	NotSig	0.007	0.002
Maribacter	-0.163	17.694	0.119112539	0.256757694	NotSig	0.426	0.477
Thermomonas	0.622	12.872	0.119435028	0.257064532	NotSig	0.007	0.005
Cecembia	0.903	11.551	0.121198957	0.26046824	NotSig	0.003	0.002
Sphingomonas	-0.169	16.707	0.123844885	0.265754362	NotSig	0.289	0.325
Obesumbacterium	-2.057	16.495	0.124579184	0.266928671	NotSig	0.02	0.084
Kineococcus	-2.184	11.773	0.125519182	0.268139419	NotSig	0.001	0.004
Emticicia	-1.6	11.288	0.125520064	0.268139419	NotSig	0.001	0.003
Nitratiruptor	-1.732	11.773	0.126984321	0.270861923	NotSig	0.002	0.007
Terasakiella	1.803	14.694	0.131781496	0.275375564	NotSig	0.02	0.006
Planifilum	-11.888	8.966	0.13295989	0.275375564	NotSig	0	0
Sedimentibacter	-11.888	8.966	0.13295989	0.275375564	NotSig	0	0
Pelosinus	-12.887	9.966	0.13295989	0.275375564	NotSig	0	0.001
Vulgatibacter	-11.888	8.967	0.13295989	0.275375564	NotSig	0	0
Paludibacterium	-11.888	8.966	0.13295989	0.275375564	NotSig	0	0
Pontibacillus	-11.888	8.966	0.13295989	0.275375564	NotSig	0	0
Thermoactinomyces	-13.472	10.551	0.13295989	0.275375564	NotSig	0	0.001
Sulfurospirillum	-11.888	8.966	0.13295989	0.275375564	NotSig	0	0
Soehngenia	-11.888	8.966	0.13295989	0.275375564	NotSig	0	0
Sideroxydans	-11.888	8.966	0.13295989	0.275375564	NotSig	0	0
Sporacetigenium	-12.887	9.965	0.13295989	0.275375564	NotSig	0	0.001
Haloactinobacterium	-11.888	8.966	0.13295989	0.275375564	NotSig	0	0
Corallococcus	-11.888	8.966	0.13295989	0.275375564	NotSig	0	0
Compostibacillus	-11.888	8.967	0.13295989	0.275375564	NotSig	0	0
Candidatus_Cloacamonas	-11.886	8.964	0.13295989	0.275375564	NotSig	0	0
Parasporobacterium	-11.887	8.965	0.13295989	0.275375564	NotSig	0	0
Anaeroarcus	-11.889	8.967	0.13295989	0.275375564	NotSig	0	0
Luteimicrobium	-11.888	8.966	0.13295989	0.275375564	NotSig	0	0
Macellibacteroides	-11.888	8.966	0.13295989	0.275375564	NotSig	0	0
Clostridium_sensu_stricto	3.185	13.426	0.135679635	0.277650696	NotSig	0.021	0.002
Spirochaeta	2.722	11.966	0.13580241	0.277650696	NotSig	0.005	0.001
Geobacter	-0.217	13.288	0.135930281	0.277650696	NotSig	0.037	0.042
Aureibacter	2.161	12.425	0.136398198	0.277650696	NotSig	0.01	0.002
Wenxinia	13.288	9.965	0.136778113	0.277650696	NotSig	0.001	0
Methylobrevis	13.288	9.966	0.136780666	0.277650696	NotSig	0.001	0
Hoppeia	14.51	11.288	0.136781942	0.277650696	NotSig	0.002	0
Acidiferrobacter	13.872	10.551	0.136781942	0.277650696	NotSig	0.001	0
Schumannella	14.95	12.55	0.136781942	0.277650696	NotSig	0.003	0
Pelomonas	15.658	12.551	0.136781942	0.277650696	NotSig	0.005	0
Nitrolancea	17.375	15.408	0.136782368	0.277650696	NotSig	0.017	0
Pectinatus	14.873	11.551	0.136782368	0.277650696	NotSig	0.003	0
Kyrpidia	15.025	11.966	0.136782368	0.277650696	NotSig	0.003	0
Celerinatantimonas	15.457	12.549	0.136782368	0.277650696	NotSig	0.004	0
Desulfatibacillum	-0.792	11.966	0.138143303	0.280014906	NotSig	0.007	0.012
Methylosarcina	5.567	17.175	0.138411608	0.280160801	NotSig	0.144	0.003
Dokdonella	2.208	12.666	0.140358162	0.283698438	NotSig	0.007	0.002
Salinispirillum	1.69	10.551	0.140713946	0.284015277	NotSig	0.004	0.001
Actibacter	2.869	14.943	0.141426266	0.285049833	NotSig	0.014	0.002
Planococcus	1.698	13.358	0.141784422	0.285368647	NotSig	0.01	0.003
Parcubacteria_genera_incertae_sedis	0.642	14.011	0.142205143	0.285812308	NotSig	0.05	0.032
Methylocystis	0.256	12.55	0.144537701	0.290019172	NotSig	0.003	0.003
Gp9	-0.4	12.965	0.14470473	0.290019172	NotSig	0.01	0.014
Methyloceanibacter	0.903	12.425	0.146056241	0.29202619	NotSig	0.017	0.009
Filomicrobium	2.524	14.489	0.146115417	0.29202619	NotSig	0.028	0.005
Pedomicrobium	1.348	14.176	0.146347023	0.292080003	NotSig	0.022	0.009
Pannonibacter	1.208	10.967	0.148880904	0.296722137	NotSig	0.007	0.003
Oceanibulbus	-1.368	15.074	0.151360068	0.301242424	NotSig	0.031	0.079
Saccharibacillus	-1.827	12.773	0.151659659	0.301418292	NotSig	0.003	0.009
Skermanella	2.985	10.965	0.152490466	0.30223209	NotSig	0.003	0
Mariniphaga	3.83	15.009	0.152492715	0.30223209	NotSig	0.016	0.001
Saccharophagus	1.59	18.155	0.152779212	0.302379939	NotSig	0.154	0.051
Pelagicola	0.905	16.799	0.153164588	0.302722807	NotSig	0.58	0.309
Desulfuromusa	3.343	17.009	0.153471808	0.30291047	NotSig	0.158	0.016
Thermonema	2.623	10.967	0.154340179	0.304203639	NotSig	0.002	0
Neptunomonas	3.36	16.074	0.15875275	0.312469206	NotSig	0.082	0.008
Sphingobium	1.606	17.506	0.159964484	0.31442055	NotSig	0.236	0.078
Promicromonospora	1.927	13.824	0.169844108	0.333380389	NotSig	0.036	0.009
Exiguobacterium	0.632	15.72	0.170405102	0.334022089	NotSig	0.059	0.038
Falsirhodobacter	1.634	14.943	0.17082251	0.334380963	NotSig	0.021	0.007
Eubacterium	5.995	16.787	0.172713343	0.337307516	NotSig	0.048	0.001
Methylococcus	-2.184	8.967	0.173526412	0.337307516	NotSig	0	0.001
Butyrivibrio	-2.184	8.967	0.173526412	0.337307516	NotSig	0	0.001
Novosphingobium	0.649	14.746	0.174390356	0.337307516	NotSig	0.078	0.05
Oscillochloris	-2.184	8.966	0.174444952	0.337307516	NotSig	0	0.001
Oleiagrimonas	-2.184	8.966	0.174444952	0.337307516	NotSig	0	0.001
Inhella	-2.184	8.966	0.174444952	0.337307516	NotSig	0	0.001
Herbaspirillum	-2.184	8.966	0.174444952	0.337307516	NotSig	0	0.001
Megamonas	-2.184	8.966	0.174444952	0.337307516	NotSig	0	0.001
Craurococcus	0.4	11.551	0.176299946	0.339056634	NotSig	0.001	0.001
Sterolibacterium	-1.184	9.966	0.176299946	0.339056634	NotSig	0	0.001
Fusobacterium	-2.182	8.967	0.176299946	0.339056634	NotSig	0	0.001
Holdemanella	-1.184	9.966	0.176299946	0.339056634	NotSig	0	0.001
Dethiobacter	1.657	10.966	0.17800467	0.341874379	NotSig	0.007	0.002
Salegentibacter	1.07	13.053	0.179446879	0.343544328	NotSig	0.017	0.008
Cloacibacterium	-0.024	11.551	0.179673166	0.343544328	NotSig	0.006	0.006
Gp23	0.048	12.425	0.181009204	0.343544328	NotSig	0.008	0.008
Jonquetella	1.689	11.288	0.181019228	0.343544328	NotSig	0.004	0.001
Idiomarina	-0.367	15.195	0.181871018	0.343544328	NotSig	0.064	0.083
Wandonia	1.237	16.165	0.183639475	0.343544328	NotSig	0.261	0.111
Ferruginibacter	14.162	11.966	0.183927458	0.343544328	NotSig	0.002	0
Longilinea	13.511	10.967	0.183929236	0.343544328	NotSig	0.001	0
Clostridium_IV	13.702	10.965	0.183929236	0.343544328	NotSig	0.001	0
Gemella	13.025	9.967	0.183929236	0.343544328	NotSig	0.001	0
Roseimicrobium	14.288	11.966	0.183929236	0.343544328	NotSig	0.002	0
Levilinea	14.403	11.773	0.183929236	0.343544328	NotSig	0.002	0
Brochothrix	13.025	9.966	0.183929236	0.343544328	NotSig	0.001	0
Cardiobacterium	13.025	9.966	0.183929236	0.343544328	NotSig	0.001	0
Allokutzneria	13.288	9.966	0.183929236	0.343544328	NotSig	0.001	0
Siphonobacter	15.658	13.054	0.183929829	0.343544328	NotSig	0.005	0
Flavisolibacter	14.288	11.967	0.183929829	0.343544328	NotSig	0.002	0
Paraperlucidibaca	15.227	12.774	0.183929829	0.343544328	NotSig	0.004	0
Oceanisphaera	17.646	15.175	0.183929829	0.343544328	NotSig	0.021	0
Papillibacter	15.346	13.214	0.183929829	0.343544328	NotSig	0.004	0
Marinococcus	16.747	14.323	0.183929829	0.343544328	NotSig	0.011	0
Albidovulum	1.889	16.896	0.185921969	0.346613094	NotSig	0.177	0.048
Bifidobacterium	2.301	13.053	0.186251248	0.346613094	NotSig	0.009	0.002
Marichromatium	-0.313	11.966	0.186301502	0.346613094	NotSig	0.013	0.016
Methylomicrobium	1.248	10.965	0.193192045	0.358964906	NotSig	0.004	0.002
Croceibacter	3.506	16.693	0.19432299	0.360596757	NotSig	0.052	0.005
Vibrio	0.774	18.284	0.196292055	0.363777613	NotSig	1.233	0.721
Labilithrix	4.063	12.668	0.197634936	0.365691947	NotSig	0.006	0
Hahella	0.468	13.824	0.197837549	0.365691947	NotSig	0.018	0.013
Byssovorax	3.459	11.966	0.199405045	0.367215498	NotSig	0.004	0
Tistlia	4.459	13.135	0.199405045	0.367215498	NotSig	0.008	0
Aeromicrobium	2.516	10.967	0.20058725	0.367215498	NotSig	0.002	0
Uruburuella	1.985	9.966	0.20058725	0.367215498	NotSig	0.002	0
Oscillibacter	3.813	13.357	0.200591629	0.367215498	NotSig	0.005	0
Cellulosimicrobium	5.787	16.323	0.200592724	0.367215498	NotSig	0.042	0.001
Aliiroseovarius	-1.355	11.551	0.200658047	0.367215498	NotSig	0.003	0.007
Desulfovibrio	1.635	18.284	0.200973952	0.367215498	NotSig	0.192	0.062
Methylobacter	3.525	16.707	0.200977788	0.367215498	NotSig	0.083	0.007
Balneola	-0.012	15.033	0.204694767	0.373528686	NotSig	0.101	0.102
Tabrizicola	1.002	13.288	0.20660468	0.376532412	NotSig	0.015	0.008
Rhodoferax	0.025	14.694	0.207321858	0.377357515	NotSig	0.037	0.036
Tistrella	0.507	17.572	0.207726689	0.37761272	NotSig	0.088	0.062
Temperatibacter	-0.97	14.773	0.209557249	0.380455718	NotSig	0.03	0.059
Spongiibacter	0.086	16.609	0.2157322	0.391168804	NotSig	0.173	0.163
Sandaracinus	1.107	13.873	0.220584161	0.399458881	NotSig	0.07	0.033
Gemmata	1.623	10.551	0.227964628	0.412301044	NotSig	0.002	0.001
Lelliottia	-3.102	18.08	0.228475228	0.412701456	NotSig	0.08	0.686
Proteus	2.208	12.873	0.234106781	0.422339288	NotSig	0.01	0.002
Rhodomicrobium	-1.592	14.849	0.234403873	0.422341322	NotSig	0.031	0.094
Hirschia	3.062	15.681	0.234769242	0.422466215	NotSig	0.142	0.017
Spongiispira	2.999	18.646	0.235374805	0.423022477	NotSig	0.248	0.031
Roseateles	2.674	14.944	0.240391581	0.431495329	NotSig	0.053	0.008
Desulfococcus	0.631	12.55	0.245177451	0.435733108	NotSig	0.015	0.009
Cobetia	1.646	16.566	0.248183696	0.435733108	NotSig	0.136	0.044
Terrisporobacter	12.288	8.966	0.250688169	0.435733108	NotSig	0	0
Ohtaekwangia	12.288	8.966	0.250690725	0.435733108	NotSig	0	0
Azovibrio	14.288	12.288	0.250690725	0.435733108	NotSig	0.002	0
Nibribacter	12.288	8.966	0.250690725	0.435733108	NotSig	0	0
Cryomorpha	13.288	10.966	0.250690725	0.435733108	NotSig	0.001	0
Peptostreptococcus	12.703	9.967	0.250690725	0.435733108	NotSig	0.001	0
Lysinimonas	12.288	8.966	0.250690725	0.435733108	NotSig	0	0
Actinoallomurus	14.162	12.136	0.250691578	0.435733108	NotSig	0.002	0
Arcticibacter	13.288	10.551	0.250691578	0.435733108	NotSig	0.001	0
Myroides	13.025	9.967	0.250691578	0.435733108	NotSig	0.001	0
Sporosarcina	12.703	9.967	0.250691578	0.435733108	NotSig	0.001	0
Deinococcus	15.226	13.135	0.250691578	0.435733108	NotSig	0.004	0
Desulfovirgula	12.703	9.967	0.250691578	0.435733108	NotSig	0.001	0
Rufibacter	13.51	11.288	0.250691578	0.435733108	NotSig	0.001	0
Mechercharimyces	13.51	10.966	0.250691578	0.435733108	NotSig	0.001	0
Modestobacter	14.288	12.136	0.250691578	0.435733108	NotSig	0.002	0
Jeotgalibacillus	15.025	13.054	0.250691578	0.435733108	NotSig	0.003	0
Xiphinematobacter	17.145	14.323	0.250691578	0.435733108	NotSig	0.014	0
Shuttleworthia	12.704	9.967	0.250691578	0.435733108	NotSig	0.001	0
Actinomycetospora	12.703	9.966	0.250691578	0.435733108	NotSig	0.001	0
Franconibacter	13.025	10.551	0.250691578	0.435733108	NotSig	0.001	0
Cereibacter	13.287	10.965	0.250691578	0.435733108	NotSig	0.001	0
Catenovulum	13.288	10.966	0.250691578	0.435733108	NotSig	0.001	0
Oceanimonas	13.872	11.55	0.250691578	0.435733108	NotSig	0.001	0
Nitrospina	0.576	13.425	0.25123338	0.436143592	NotSig	0.02	0.014
Parabacteroides	1.017	13.489	0.259488167	0.449926627	NotSig	0.011	0.006
Bryobacter	5.838	14.01	0.260649027	0.451390973	NotSig	0.022	0
Coprococcus	6.709	16.693	0.26140535	0.451609702	NotSig	0.04	0
Candidatus_Hydrogenedens	4.769	14.609	0.261408279	0.451609702	NotSig	0.01	0
Pseudolabrys	3.274	12.287	0.262163851	0.45236737	NotSig	0.004	0
Trichococcus	0.381	12.666	0.266172891	0.458730332	NotSig	0.012	0.009
Xenophilus	1.815	12.136	0.267542634	0.460534787	NotSig	0.003	0.001
Chondromyces	0.37	12.136	0.272878191	0.469153227	NotSig	0.023	0.018
Pseudohaliea	-0.059	14.943	0.273876998	0.470303823	NotSig	0.136	0.142
Gimesia	0.243	16.146	0.274309975	0.470367979	NotSig	0.307	0.259
Desulfonatronobacter	2.064	12.287	0.2745736	0.470367979	NotSig	0.006	0.002
Methylophaga	0.854	17.115	0.286269703	0.489816386	NotSig	0.127	0.07
Lactobacillus	2.276	13.873	0.286756381	0.490061504	NotSig	0.009	0.002
Mangrovibacterium	0.096	12.773	0.29045673	0.495791572	NotSig	0.009	0.008
Niastella	-1.184	8.966	0.29929092	0.510260625	NotSig	0	0.001
Morganella	-0.182	13.137	0.302197294	0.514600882	NotSig	0.005	0.006
Imperialibacter	1.299	13.288	0.302714479	0.514867177	NotSig	0.025	0.01
Siccibacter	-0.95	14.055	0.308401602	0.523915579	NotSig	0.021	0.041
Simiduia	1.236	15.76	0.319189867	0.541598027	NotSig	0.069	0.029
Magnetospirillum	1.86	12.551	0.322081283	0.545855096	NotSig	0.011	0.003
Mycobacterium	0.21	13.666	0.327193394	0.553861179	NotSig	0.012	0.01
Syntrophobacter	1.493	11.287	0.32789394	0.554389399	NotSig	0.005	0.002
Vampirovibrio	-2.476	14.288	0.340877477	0.564270173	NotSig	0.006	0.035
Prolixibacter	1.73	13.214	0.341694278	0.564270173	NotSig	0.016	0.005
Turicibacter	2.137	10.967	0.344739799	0.564270173	NotSig	0.002	0
Persicitalea	2.515	10.965	0.344742802	0.564270173	NotSig	0.002	0
Reichenbachiella	1.183	15.442	0.345311761	0.564270173	NotSig	0.103	0.045
Thalassobacillus	2.515	11.287	0.345719539	0.564270173	NotSig	0.002	0
Pseudoflavonifractor	3.769	13.666	0.34668716	0.564270173	NotSig	0.005	0
Streptobacillus	1.4	10.551	0.348662961	0.564270173	NotSig	0.002	0.001
Flavitalea	11.703	8.966	0.349471017	0.564270173	NotSig	0	0
Paludibaculum	11.703	8.966	0.349471017	0.564270173	NotSig	0	0
Kineosporia	11.702	8.965	0.349471017	0.564270173	NotSig	0	0
Tahibacter	11.703	8.966	0.349471017	0.564270173	NotSig	0	0
Thermosipho	11.703	8.966	0.349471017	0.564270173	NotSig	0	0
Thiopseudomonas	11.703	8.966	0.349471017	0.564270173	NotSig	0	0
Mitsuokella	11.703	8.966	0.349471017	0.564270173	NotSig	0	0
Carboxylicivirga	13.025	10.966	0.349472314	0.564270173	NotSig	0.001	0
Barnesiella	12.288	9.967	0.349472314	0.564270173	NotSig	0.001	0
Geothrix	11.703	8.966	0.349472314	0.564270173	NotSig	0	0
Phreatobacter	15.094	13.287	0.349472314	0.564270173	NotSig	0.003	0
Tissierella	11.703	8.966	0.349472314	0.564270173	NotSig	0	0
Gp11	15.51	13.666	0.349472314	0.564270173	NotSig	0.005	0
Desulfothermus	14.025	11.967	0.349472314	0.564270173	NotSig	0.002	0
Wohlfahrtiimonas	12.288	9.965	0.349472314	0.564270173	NotSig	0.001	0
Derxia	13.025	10.966	0.349472314	0.564270173	NotSig	0.001	0
Methylovirgula	12.704	10.551	0.349472314	0.564270173	NotSig	0.001	0
Jahnella	13.288	10.966	0.349472314	0.564270173	NotSig	0.001	0
Vitreoscilla	11.703	8.966	0.349472314	0.564270173	NotSig	0	0
Saccharibacter	14.024	11.772	0.349472314	0.564270173	NotSig	0.002	0
Sebaldella	12.288	9.966	0.349472314	0.564270173	NotSig	0	0
Roseisalinus	11.703	8.966	0.349472314	0.564270173	NotSig	0	0
Thermoanaerobacterium	11.704	8.967	0.349472314	0.564270173	NotSig	0	0
Brassicibacter	15.162	12.966	0.349472314	0.564270173	NotSig	0.004	0
Herbiconiux	12.288	9.966	0.349472314	0.564270173	NotSig	0	0
Desulfoprunum	11.703	8.966	0.349472314	0.564270173	NotSig	0	0
Peptostreptococcaceae_incertae_sedis	12.288	9.965	0.349472314	0.564270173	NotSig	0	0
Rehaibacterium	12.287	9.965	0.349472314	0.564270173	NotSig	0	0
Photorhabdus	14.162	12.136	0.349472314	0.564270173	NotSig	0.002	0
Methylohalomonas	12.703	10.551	0.349472314	0.564270173	NotSig	0.001	0
Anaplasma	12.703	10.551	0.349472314	0.564270173	NotSig	0.001	0
Leeuwenhoekiella	-0.076	11.774	0.349554893	0.564270173	NotSig	0.012	0.012
Shinella	-0.185	10.551	0.353601425	0.570157326	NotSig	0.001	0.001
Methylonatrum	-0.271	13.053	0.356565408	0.574287626	NotSig	0.019	0.023
Catabacter	1.275	9.967	0.359316876	0.578066721	NotSig	0.002	0.001
Chryseolinea	2.448	13.136	0.360125742	0.578715579	NotSig	0.01	0.002
Thiohalospira	-0.862	8.967	0.363027657	0.582582733	NotSig	0.001	0.002
Subdivision5_genera_incertae_sedis	1.723	11.773	0.363348726	0.582582733	NotSig	0.002	0.001
Rhizomicrobium	-0.014	10.551	0.372917796	0.597114366	NotSig	0.002	0.002
Alistipes	0.017	11.551	0.373248784	0.597114366	NotSig	0.004	0.004
Lacihabitans	1.037	11.286	0.3756125	0.600222886	NotSig	0.002	0.001
Sphingobacterium	1.851	14.135	0.385033404	0.614589113	NotSig	0.014	0.004
Fabibacter	1.034	14.01	0.388461751	0.619368625	NotSig	0.056	0.027
Blautia	2.11	15.609	0.391643538	0.623744787	NotSig	0.018	0.004
Anaerorhabdus	-1.185	8.967	0.394093245	0.626384071	NotSig	0	0.001
Aggregicoccus	1.339	12.424	0.394178624	0.626384071	NotSig	0.008	0.003
Acidiphilium	0.138	10.967	0.398304222	0.632235957	NotSig	0.001	0.001
Gp17	-0.448	10.966	0.401127176	0.636009423	NotSig	0.001	0.001
Simkania	5.378	18.199	0.404193715	0.640160301	NotSig	0.189	0.005
Desulfonauticus	1.184	12.287	0.410826007	0.649943139	NotSig	0.005	0.002
Luedemannella	1.504	13.489	0.416443055	0.658099933	NotSig	0.01	0.003
Thermomarinilinea	0.169	11.965	0.418830879	0.661141221	NotSig	0.004	0.003
Chryseobacterium	-0.022	16.306	0.422270408	0.665834113	NotSig	0.135	0.137
Lachnospiracea_incertae_sedis	3.08	16.759	0.435719313	0.686281965	NotSig	0.042	0.005
Thauera	2.213	15.393	0.440851158	0.693599342	NotSig	0.049	0.011
Neisseria	2.722	11.288	0.452591574	0.711286537	NotSig	0.002	0
Polymorphobacter	2.137	10.966	0.453834282	0.712454918	NotSig	0.002	0
Alkaliphilus	5.006	14.288	0.455079321	0.713624386	NotSig	0.012	0
Tepidimonas	1.138	8.967	0.457572709	0.714909025	NotSig	0.001	0
Pelagibacterium	1.401	11.774	0.457574338	0.714909025	NotSig	0.003	0.001
Prosthecomicrobium	1.815	10.966	0.458820653	0.714909025	NotSig	0.001	0
Geodermatophilus	1.985	11.288	0.458823908	0.714909025	NotSig	0.001	0
Thermincola	2.985	12.288	0.458823908	0.714909025	NotSig	0.003	0
Parafilimonas	1.401	13.214	0.458904462	0.714909025	NotSig	0.008	0.003
Rubellimicrobium	1.137	8.966	0.46006889	0.71517166	NotSig	0.001	0
Lysinibacillus	4.868	16.385	0.460075391	0.71517166	NotSig	0.044	0.002
Dorea	3.722	14.746	0.461329194	0.715831469	NotSig	0.01	0.001
Nesiotobacter	1.612	14.136	0.461503119	0.715831469	NotSig	0.021	0.007
Ornatilinea	-0.725	12.288	0.463061874	0.717469374	NotSig	0.005	0.009
Catenococcus	1.946	17.116	0.464012537	0.718162571	NotSig	0.08	0.021
Romboutsia	2.049	13.214	0.466978446	0.721969927	NotSig	0.008	0.002
Actinotalea	-1.447	10.551	0.470870253	0.727198974	NotSig	0.001	0.002
Sagittula	1.117	15.535	0.474799821	0.732474968	NotSig	0.081	0.038
Proteocatella	-0.77	8.967	0.475590064	0.732901751	NotSig	0.001	0.001
Anaerosinus	-0.377	10.966	0.480338097	0.737855184	NotSig	0.001	0.002
Azospira	-0.448	9.965	0.481517951	0.737855184	NotSig	0.001	0.001
Thioalkalibacter	-0.023	13.053	0.484318507	0.737855184	NotSig	0.041	0.042
Fangia	1.23	11.965	0.485103984	0.737855184	NotSig	0.003	0.001
Acetoanaerobium	0.4	10.966	0.485109079	0.737855184	NotSig	0.001	0.001
Alishewanella	0.401	11.288	0.492314938	0.737855184	NotSig	0.002	0.001
Leuconostoc	-3.292	15.095	0.492912786	0.737855184	NotSig	0.005	0.052
Photobacterium	2.421	15.748	0.493864778	0.737855184	NotSig	0.095	0.018
Lysobacter	-0.16	13.426	0.494226713	0.737855184	NotSig	0.009	0.011
Nitrosomonas	2.2	13.358	0.496719206	0.737855184	NotSig	0.016	0.003
Pseudoclavibacter	1.945	12.136	0.505676593	0.737855184	NotSig	0.006	0.002
Sphaerobacter	11.702	9.965	0.510345526	0.737855184	NotSig	0	0
Gracilibacter	10.704	8.966	0.510345526	0.737855184	NotSig	0	0
Gp5	10.702	8.964	0.510345526	0.737855184	NotSig	0	0
Thermoleophilum	10.704	8.966	0.510345526	0.737855184	NotSig	0	0
WPS-2_genera_incertae_sedis	10.703	8.965	0.510345526	0.737855184	NotSig	0	0
Bacteriovorax	11.703	9.966	0.510345526	0.737855184	NotSig	0	0
Clostridium_XI	10.704	8.966	0.510345526	0.737855184	NotSig	0	0
Streptosporangium	12.288	10.551	0.510345526	0.737855184	NotSig	0	0
Lacibacter	11.702	9.965	0.510345526	0.737855184	NotSig	0	0
Dysgonomonas	12.287	10.55	0.510345526	0.737855184	NotSig	0	0
Ureibacillus	10.704	8.966	0.510345526	0.737855184	NotSig	0	0
Afifella	10.704	8.966	0.510345526	0.737855184	NotSig	0	0
Orientia	10.704	8.966	0.510345526	0.737855184	NotSig	0	0
Saccharomonospora	12.704	10.967	0.510345526	0.737855184	NotSig	0.001	0
