ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB
Methylovulum	20.008	14.873	0.003516242	0.015168496	Enriched	0.105	0
Segetibacter	5.443	13.823	0.003518411	0.015168496	Enriched	0.03	0.001
Parvularcula	3.668	11.773	0.003593203	0.015444278	Enriched	0.013	0.001
Thiolapillus	-2.239	10.966	0.003634462	0.015574707	Depleted	0.003	0.016
Acidimicrobium	-3.379	12.287	0.003706846	0.015837335	Depleted	0.002	0.022
Cloacibacterium	2.636	15.506	0.003746788	0.015960199	Enriched	0.4	0.064
Pseudorhodobacter	0.058	13.965	0.003786714	0.016082263	Enriched	0.084	0.08
Phascolarctobacterium	4.896	12.424	0.003934643	0.016613245	Enriched	0.01	0
Micrococcus	6.791	14.287	0.003935022	0.016613245	Enriched	0.039	0
Nitratireductor	4.253	10.966	0.003965651	0.016693167	Enriched	0.007	0
Chlorobium	10.445	19.107	0.004122912	0.017304106	Enriched	0.488	0
Sandaracinus	2.533	11.55	0.004207914	0.017609071	Enriched	0.014	0.002
Roseateles	1.201	17.55	0.004664969	0.019464653	Enriched	1.262	0.549
Marinimicrobium	5.029	13.873	0.004688101	0.019504142	Enriched	0.057	0.002
Aeromonas	1.837	18.261	0.004709968	0.019538151	Enriched	2.674	0.749
Parafilimonas	-3.447	9.966	0.004918073	0.020342291	Depleted	0	0.005
Victivallis	-15.093	9.965	0.005299636	0.021607283	Depleted	0	0.003
Tamlana	-15.472	10.551	0.005302292	0.021607283	Depleted	0	0.005
Aerococcus	-15.472	9.966	0.005302823	0.021607283	Depleted	0	0.005
Geopsychrobacter	-16.527	11.551	0.005303506	0.021607283	Depleted	0	0.009
Arachidicoccus	-17.13	12.551	0.005303658	0.021607283	Depleted	0	0.014
Limimonas	-6.148	14.458	0.005314756	0.021607283	Depleted	0.001	0.059
Sporobacter	3.191	11.549	0.005332625	0.02161834	Enriched	0.01	0.001
Afifella	-1.561	11.967	0.005512219	0.022283107	Depleted	0.013	0.038
Mariniphaga	1.401	15.175	0.005656189	0.022800512	Enriched	0.124	0.047
Flavihumibacter	1.272	13.92	0.005679273	0.022829079	Enriched	0.066	0.027
Cetobacterium	1.021	14.251	0.005845069	0.023429533	Enriched	0.06	0.029
Lacibacter	-2.139	13.92	0.006681405	0.026706906	Depleted	0.012	0.051
Succinispira	3.776	12.134	0.006777044	0.026940771	Enriched	0.01	0.001
Dietzia	4.463	12.136	0.006777671	0.026940771	Enriched	0.015	0.001
Rhodoferax	-0.229	16.759	0.006806738	0.026981152	Depleted	0.466	0.546
Octadecabacter	3.501	10.551	0.006870289	0.027157626	Enriched	0.008	0.001
Litorimonas	14.832	9.966	0.007007629	0.027399138	Enriched	0.003	0
Phaeospirillum	15.025	9.966	0.007007909	0.027399138	Enriched	0.003	0
Ornithinimicrobium	15.725	11.774	0.007008049	0.027399138	Enriched	0.005	0
Sneathiella	15.61	10.966	0.007008189	0.027399138	Enriched	0.005	0
Luteibacter	3.112	11.966	0.007059087	0.027522723	Enriched	0.012	0.001
Bauldia	2.713	9.967	0.007100895	0.027610291	Enriched	0.005	0.001
Carboxylicivirga	1.078	11.773	0.007159491	0.027762482	Enriched	0.042	0.02
Cruoricaptor	4.183	12.666	0.007180977	0.027770338	Enriched	0.025	0.001
Phycisphaera	-1.442	15.954	0.00730043	0.028155981	Depleted	0.026	0.071
Parachlamydia	-1.894	11.288	0.007400888	0.028466489	Depleted	0.003	0.011
Asinibacterium	2.668	10.966	0.007447406	0.028568408	Enriched	0.007	0.001
Methylorosula	-1.027	11.773	0.007596836	0.029063498	Depleted	0.006	0.012
Magnetovibrio	-4.554	11.773	0.007702979	0.029302056	Depleted	0	0.01
Bacteriovorax	-0.192	13.92	0.007717934	0.029302056	Depleted	0.039	0.045
Peptostreptococcaceae_incertae_sedis	5.112	13.288	0.007720794	0.029302056	Enriched	0.012	0
Gp4	3.284	15.638	0.007783076	0.029460077	Enriched	0.119	0.012
Thermoflavifilum	4.981	12.873	0.007963082	0.029989992	Enriched	0.022	0.001
Coxiella	-3.702	11.773	0.007965107	0.029989992	Depleted	0.001	0.011
Granulibacter	-3.654	10.551	0.008012351	0.0300353	Depleted	0	0.005
Thiohalomonas	-0.63	12.967	0.008019236	0.0300353	Depleted	0.032	0.05
Desulforegula	1.668	13.772	0.008075921	0.030168428	Enriched	0.033	0.01
Mesoflavibacter	4.896	12.873	0.008335865	0.031003509	Enriched	0.01	0
Enhydrobacter	1.969	10.549	0.00834292	0.031003509	Enriched	0.01	0.002
Hydrogenophaga	0.288	18.398	0.008367477	0.031014001	Enriched	2.012	1.648
Mariniradius	2.628	13.721	0.008400577	0.031056018	Enriched	0.035	0.006
Ahrensia	2.253	12.551	0.008438501	0.031115611	Enriched	0.013	0.003
Granulosicoccus	2.399	12.287	0.008476725	0.031175997	Enriched	0.013	0.002
Desulfatiglans	-1.023	11.287	0.008685565	0.031783721	Depleted	0.008	0.016
Thalassococcus	0.253	15.489	0.008708566	0.031783721	Enriched	0.266	0.223
Promicromonospora	-14.772	8.967	0.008708784	0.031783721	Depleted	0	0.003
Brevundimonas	1.157	15.375	0.009065091	0.032999705	Enriched	0.397	0.178
Desulfosoma	1.575	9.966	0.00925371	0.03360062	Enriched	0.006	0.002
Zunongwangia	4.526	12.965	0.009434659	0.034170706	Enriched	0.024	0.001
Bradymonas	1.748	12.425	0.009669214	0.034931564	Enriched	0.013	0.004
Gemella	-2.834	9.967	0.009832627	0.035432217	Depleted	0.001	0.006
Gp1	-2.41	9.967	0.010062881	0.036105122	Depleted	0.001	0.007
Anaeroarcus	4.176	13.489	0.01008214	0.036105122	Enriched	0.038	0.002
Aquaspirillum	-0.171	14.49	0.010095265	0.036105122	Depleted	0.065	0.073
Alsobacter	1.186	11.965	0.010248087	0.036543257	Enriched	0.017	0.008
Asticcacaulis	4.208	13.668	0.010268988	0.036543257	Enriched	0.026	0.001
Acetobacteroides	4.953	13.053	0.010647267	0.037795151	Enriched	0.032	0.001
Aquibacter	-5.659	15.61	0.010844062	0.038398206	Depleted	0.004	0.189
Ruminococcus2	2.915	11.288	0.011101032	0.039128815	Enriched	0.008	0.001
Desulfomicrobium	2.575	12.773	0.011105235	0.039128815	Enriched	0.033	0.006
Trichococcus	1.461	14.01	0.011212162	0.039408265	Enriched	0.056	0.02
Niabella	-0.788	14.012	0.011570242	0.040520414	Depleted	0.051	0.088
Desulfocapsa	2.767	11.965	0.011585374	0.040520414	Enriched	0.017	0.002
Staphylococcus	2.803	12.286	0.011695235	0.040804646	Enriched	0.017	0.002
Anderseniella	3.909	14.425	0.011924989	0.041504779	Enriched	0.026	0.002
Humitalea	-9.289	15.552	0.01238273	0.042993078	Depleted	0	0.261
Sedimentibacter	-5.033	11.773	0.012464524	0.043172028	Depleted	0	0.014
Pseudofulvimonas	2.838	11.966	0.012550548	0.043364725	Enriched	0.02	0.003
Umboniibacter	-4.554	11.551	0.012713768	0.043822576	Depleted	0	0.01
Methylophaga	1.819	12.551	0.012922574	0.04443497	Enriched	0.031	0.009
Aquicella	-3.554	9.967	0.012967044	0.0444807	Depleted	0	0.005
Aciditerrimonas	-3.103	13.721	0.01311178	0.044869327	Depleted	0.012	0.104
Reichenbachiella	-1.701	11.287	0.014033001	0.04574273	Depleted	0.003	0.011
Muricauda	15.194	9.966	0.014039034	0.04574273	Enriched	0.004	0
Thalassobius	14.609	9.964	0.014039034	0.04574273	Enriched	0.002	0
Boseongicola	16.195	12.136	0.014039034	0.04574273	Enriched	0.007	0
Archangium	17.069	13.136	0.014039034	0.04574273	Enriched	0.014	0
Brachybacterium	15.484	11.288	0.0140396	0.04574273	Enriched	0.005	0
Mitsuokella	14.609	9.966	0.0140396	0.04574273	Enriched	0.002	0
Actinoallomurus	15.61	11.288	0.014039883	0.04574273	Enriched	0.005	0
Parasphingopyxis	15.025	10.551	0.014039883	0.04574273	Enriched	0.003	0
Planktomarina	15.194	10.551	0.014039883	0.04574273	Enriched	0.004	0
Tepidanaerobacter	16.78	11.773	0.014039883	0.04574273	Enriched	0.011	0
Herbiconiux	15.025	10.55	0.014039883	0.04574273	Enriched	0.003	0
Hippea	15.61	10.966	0.014039883	0.04574273	Enriched	0.005	0
Catenovulum	15.195	10.551	0.014039883	0.04574273	Enriched	0.004	0
Pseudobutyrivibrio	17.858	12.966	0.014039883	0.04574273	Enriched	0.024	0
Lysinimonas	15.025	10.551	0.014039883	0.04574273	Enriched	0.003	0
Pseudozobellia	15.025	10.551	0.014040165	0.04574273	Enriched	0.003	0
Castellaniella	17.024	13.213	0.014040165	0.04574273	Enriched	0.013	0
Gaetbulimicrobium	17.417	13.136	0.014040165	0.04574273	Enriched	0.017	0
Kushneria	14.832	9.966	0.014040165	0.04574273	Enriched	0.003	0
Desulfurobacterium	16.346	12.55	0.014040165	0.04574273	Enriched	0.008	0
Vulgatibacter	-3.271	11.773	0.014300826	0.046389227	Depleted	0.001	0.008
Chishuiella	-15.231	10.55	0.014335711	0.046389227	Depleted	0	0.004
Chromatium	-14.579	8.967	0.014336124	0.046389227	Depleted	0	0.002
Lutimonas	-4.554	13.358	0.014835582	0.047896778	Depleted	0.001	0.029
Geofilum	1.238	13.773	0.015025635	0.04840086	Enriched	0.04	0.017
Methylothermus	3.838	10.966	0.0152557	0.048923525	Enriched	0.005	0
Komagataeibacter	6.953	14.551	0.01525646	0.048923525	Enriched	0.043	0
Roseibacillus	4.253	11.966	0.015486834	0.049550924	Enriched	0.007	0
Photobacterium	3.838	10.551	0.015602974	0.049810835	Enriched	0.005	0
Ammoniphilus	2.421	8.967	0.015764658	0.050214658	Enriched	0.004	0.001
Dorea	3.836	10.551	0.015960334	0.050724716	Enriched	0.005	0
Enterococcus	4.5	12.666	0.016197054	0.051362657	Enriched	0.008	0
Nitriliruptor	-3.433	12.873	0.016445023	0.051999868	Depleted	0.003	0.036
Heliimonas	3.931	12.873	0.016470876	0.051999868	Enriched	0.027	0.002
Salinimonas	2.575	13.288	0.016555416	0.052151388	Enriched	0.023	0.004
Steroidobacter	-1.62	14.61	0.017355464	0.054551078	Depleted	0.069	0.213
Dysgonomonas	2.675	15.489	0.017393651	0.054551078	Enriched	0.056	0.009
Sphingobium	2.467	14.666	0.017617663	0.055132469	Enriched	0.135	0.024
Sulfurospirillum	3.252	12.136	0.017763596	0.055467509	Enriched	0.017	0.002
Hwanghaeicola	6.518	16.433	0.018011722	0.056119491	Enriched	0.288	0.003
Cytophaga	1.155	13.966	0.0181333	0.056375204	Enriched	0.059	0.027
Pseudolabrys	1.521	11.773	0.018327921	0.056856397	Enriched	0.022	0.008
Salisaeta	5.534	15.116	0.018411825	0.056992787	Enriched	0.146	0.003
Alkalilimnicola	-1.436	12.136	0.018511676	0.057177838	Depleted	0.004	0.01
Proteiniborus	-1.262	10.55	0.018604222	0.057339579	Depleted	0.003	0.007
Sterolibacterium	-0.369	11.551	0.01864675	0.057346793	Depleted	0.011	0.014
Clostridium_IV	2.073	14.175	0.019627852	0.060234289	Enriched	0.047	0.011
Emticicia	-0.519	14.873	0.019789539	0.06051832	Depleted	0.064	0.092
Comamonas	3.894	16.26	0.019805225	0.06051832	Enriched	0.208	0.014
Oligella	-6.947	15.307	0.02055908	0.062687622	Depleted	0.001	0.103
Syntrophobacter	2.06	11.287	0.021034663	0.06400099	Enriched	0.009	0.002
Pedomicrobium	2.344	14.323	0.021159244	0.064243066	Enriched	0.041	0.008
Dokdonella	-0.155	13.874	0.021261675	0.064417008	Depleted	0.047	0.052
Acidisoma	-1.707	11.967	0.021381501	0.0646428	Depleted	0.004	0.012
Parvibaculum	1.128	12.774	0.021640286	0.065286868	Enriched	0.018	0.008
Nautella	1.727	11.551	0.022049286	0.066380446	Enriched	0.01	0.003
Methylococcus	-1.835	9.966	0.022764867	0.068362732	Depleted	0.002	0.006
Cellulomonas	1.178	13.214	0.022803546	0.068362732	Enriched	0.008	0.003
Reyranella	-0.816	14.392	0.023261017	0.069587989	Depleted	0.051	0.089
Arcticibacter	-1.377	12.551	0.023436585	0.069966543	Depleted	0.018	0.045
Gelidibacter	-3.455	13.965	0.023652208	0.070109722	Depleted	0.005	0.059
Kordia	-14.941	9.966	0.023680036	0.070109722	Depleted	0	0.003
Carboxydocella	-14.771	9.966	0.023680381	0.070109722	Depleted	0	0.003
Thioclava	-15.093	10.55	0.023681069	0.070109722	Depleted	0	0.003
Oxalophagus	-2.605	11.287	0.024131445	0.071295179	Depleted	0.002	0.01
Lelliottia	6.331	15.136	0.024479193	0.072173157	Enriched	0.141	0.002
WPS-1_genera_incertae_sedis	3.34	11.965	0.025096081	0.073839398	Enriched	0.007	0.001
Novosphingobium	0.489	15.908	0.025149877	0.073845421	Enriched	0.395	0.281
Aquimarina	-3.472	13.666	0.025410071	0.074456203	Depleted	0.004	0.042
Telmatocola	-2.162	9.966	0.025496188	0.074490383	Depleted	0.001	0.006
Gp17	1.165	12.287	0.025526137	0.074490383	Enriched	0.027	0.012
Vogesella	1.642	17.61	0.025758537	0.075015167	Enriched	1.079	0.346
Anaerovorax	2.838	10.551	0.026568967	0.07721775	Enriched	0.005	0.001
Derxia	2.686	11.964	0.026761398	0.077618933	Enriched	0.011	0.002
Diplorickettsia	-0.714	12.135	0.027598769	0.07941539	Depleted	0.009	0.015
Thioalbus	-0.499	12.873	0.02824097	0.07941539	Depleted	0.008	0.011
Oceanobacillus	14.025	8.966	0.028376706	0.07941539	Enriched	0.002	0
Corallibacter	14.347	9.966	0.028380191	0.07941539	Enriched	0.002	0
Anaplasma	14.347	9.966	0.028380191	0.07941539	Enriched	0.002	0
Muriicola	14.347	9.966	0.028380191	0.07941539	Enriched	0.002	0
Angiococcus	14.61	9.966	0.028381353	0.07941539	Enriched	0.002	0
Sinomicrobium	14.832	10.551	0.028381934	0.07941539	Enriched	0.003	0
Henriciella	15.347	11.288	0.028381934	0.07941539	Enriched	0.004	0
Persicitalea	14.025	8.967	0.028381934	0.07941539	Enriched	0.002	0
Salinicola	14.025	8.967	0.028381934	0.07941539	Enriched	0.002	0
Gp20	14.025	8.967	0.028381934	0.07941539	Enriched	0.002	0
Oceanibulbus	14.832	10.966	0.028381934	0.07941539	Enriched	0.003	0
Pseudospirillum	15.025	10.966	0.028381934	0.07941539	Enriched	0.003	0
Macellibacteroides	15.025	10.966	0.028381934	0.07941539	Enriched	0.003	0
Microlunatus	14.832	10.966	0.028381934	0.07941539	Enriched	0.003	0
Stappia	15.932	12.425	0.028382515	0.07941539	Enriched	0.006	0
Marvinbryantia	16.484	12.425	0.028382515	0.07941539	Enriched	0.009	0
Craurococcus	-0.956	11.288	0.028621685	0.079927874	Depleted	0.007	0.013
Bacteroides	1.517	17.25	0.029031319	0.080913461	Enriched	0.514	0.18
Labilithrix	1.021	11.966	0.029261887	0.081397102	Enriched	0.026	0.013
Modestobacter	1.274	13.214	0.029597176	0.082169592	Enriched	0.029	0.012
Morganella	5.867	14.136	0.030791812	0.085320224	Enriched	0.02	0
Marinicella	3.575	10.966	0.031017515	0.085779057	Enriched	0.004	0
Diaphorobacter	0.484	16.68	0.031133094	0.085932158	Enriched	0.65	0.465
Eudoraea	3.252	10.55	0.031243564	0.08607059	Enriched	0.003	0
Armatimonadetes_gp5	-1.016	14.094	0.033922375	0.09327019	Depleted	0.042	0.084
Sunxiuqinia	-0.698	13.72	0.035421726	0.09683227	Depleted	0.062	0.101
Spiribacter	-2.747	8.966	0.035426198	0.09683227	Depleted	0	0.003
Thermobrachium	-3.068	9.967	0.035439335	0.09683227	Depleted	0	0.003
Methanothrix	-2.069	10.965	0.035489332	0.09683227	Depleted	0.002	0.009
Amaricoccus	2.212	12.135	0.037102379	0.101040256	Enriched	0.015	0.003
Bellilinea	-1.52	12.873	0.037268588	0.101299572	Depleted	0.005	0.014
Oleispira	-14.093	8.966	0.039333301	0.105518922	Depleted	0	0.002
Rhodocista	-15.094	10.966	0.039336779	0.105518922	Depleted	0	0.003
Hellea	-14.357	9.966	0.039336779	0.105518922	Depleted	0	0.002
Pectobacterium	-14.094	8.967	0.039337939	0.105518922	Depleted	0	0.002
Plasticicumulans	-14.942	10.551	0.039337939	0.105518922	Depleted	0	0.003
Ferrovibrio	-14.094	8.967	0.039338519	0.105518922	Depleted	0	0.002
Entomoplasma	-16.816	13.824	0.039338519	0.105518922	Depleted	0	0.012
Methylobacterium	-0.364	13.668	0.039494431	0.105573419	Depleted	0.025	0.032
Desulforhopalus	-1.554	10.551	0.039506801	0.105573419	Depleted	0.003	0.007
Ferrovum	-1.863	9.966	0.040325086	0.107558686	Depleted	0.001	0.005
Imperialibacter	-1.206	11.288	0.04102639	0.109225109	Depleted	0.003	0.008
Simiduia	-1.554	9.966	0.042054453	0.111718143	Depleted	0.002	0.005
Barnesiella	-0.669	14.458	0.042119384	0.111718143	Depleted	0.02	0.031
Cecembia	3.204	14.799	0.042905027	0.113590861	Enriched	0.048	0.005
Belnapia	0.941	12.136	0.043928069	0.116083988	Enriched	0.024	0.013
Achromobacter	1.616	14.053	0.044374146	0.117046038	Enriched	0.038	0.012
Minicystis	1.953	9.966	0.044845942	0.118072248	Enriched	0.005	0.001
Aureispira	-1.747	12.136	0.045605684	0.119851401	Depleted	0.007	0.022
Desulfoprunum	1.892	13.213	0.047409626	0.124363119	Enriched	0.022	0.006
Vibrio	4.228	16.835	0.047709059	0.124892692	Enriched	0.288	0.015
Anaerostipes	3.5	11.55	0.047786552	0.124892692	Enriched	0.008	0.001
Desulfuromonas	-0.788	11.551	0.048695208	0.127034848	Depleted	0.015	0.025
Mameliella	1.92	14.92	0.048944529	0.127452269	Enriched	0.151	0.04
Gp23	2.422	9.966	0.05015885	0.130376465	NotSig	0.004	0.001
Sulfurimonas	-0.138	13.823	0.050462652	0.130927643	NotSig	0.037	0.041
Sphingomicrobium	4.932	15.342	0.050809362	0.131587947	NotSig	0.224	0.007
Lactonifactor	3.55	14.053	0.052929035	0.136829227	NotSig	0.025	0.002
Neochlamydia	-1.717	11.967	0.05338851	0.137767456	NotSig	0.005	0.016
Marichromatium	0.536	13.136	0.056207249	0.143892204	NotSig	0.012	0.008
Microgenomates_genera_incertae_sedis	-1.817	10.966	0.056264761	0.143892204	NotSig	0.002	0.007
Smithella	-1.333	10.551	0.056503431	0.143892204	NotSig	0.003	0.007
Thioalkalivibrio	-0.061	15.885	0.056601647	0.143892204	NotSig	0.046	0.048
Oceanobacter	-2.554	8.967	0.056921858	0.143892204	NotSig	0	0.002
Hyphomonas	2.202	14.01	0.057035182	0.143892204	NotSig	0.116	0.025
Siansivirga	-3.604	11.287	0.057995157	0.143892204	NotSig	0.001	0.01
Cronobacter	13.61	8.966	0.058277992	0.143892204	NotSig	0.001	0
Meridianimaribacter	13.61	8.966	0.058281671	0.143892204	NotSig	0.001	0
Pseudahrensia	13.61	8.966	0.058281671	0.143892204	NotSig	0.001	0
Pricia	13.61	8.966	0.058281671	0.143892204	NotSig	0.001	0
Desulfopila	13.61	8.967	0.058281671	0.143892204	NotSig	0.001	0
Taonella	13.61	8.966	0.058281671	0.143892204	NotSig	0.001	0
Planctomicrobium	15.484	11.55	0.058282897	0.143892204	NotSig	0.005	0
Patulibacter	14.347	9.967	0.058282897	0.143892204	NotSig	0.002	0
Rhodanobacter	15.025	11.551	0.058282897	0.143892204	NotSig	0.003	0
Desulfonatronospira	14.832	10.966	0.058282897	0.143892204	NotSig	0.003	0
Streptacidiphilus	14.609	10.966	0.058282897	0.143892204	NotSig	0.002	0
Gluconacetobacter	15.725	11.773	0.058282897	0.143892204	NotSig	0.005	0
Halotalea	14.609	10.551	0.058282897	0.143892204	NotSig	0.002	0
Holdemania	15.025	10.966	0.058282897	0.143892204	NotSig	0.003	0
Delftia	15.832	12.425	0.058282897	0.143892204	NotSig	0.006	0
Pelagimonas	15.195	11.773	0.058282897	0.143892204	NotSig	0.004	0
Panacagrimonas	13.61	8.967	0.058282897	0.143892204	NotSig	0.001	0
Lunatimonas	15.832	12.425	0.058282897	0.143892204	NotSig	0.006	0
Roseomonas	-0.327	14.214	0.058905782	0.145178844	NotSig	0.142	0.178
Celerinatantimonas	4.646	12.425	0.059472152	0.146322	NotSig	0.009	0
Intestinibacter	-1.554	9.965	0.059974947	0.146655972	NotSig	0.002	0.005
Ectothiorhodosinus	-3.447	12.551	0.06002479	0.146655972	NotSig	0.001	0.014
Reinekea	-2.654	10.551	0.060199919	0.146655972	NotSig	0.001	0.005
Mongoliicoccus	2.574	12.55	0.060263392	0.146655972	NotSig	0.015	0.002
Mangrovibacterium	3.575	10.551	0.060324134	0.146655972	NotSig	0.004	0
Sporosarcina	5.297	13.666	0.060324767	0.146655972	NotSig	0.014	0
Thiohalocapsa	5.327	16.823	0.060327299	0.146655972	NotSig	0.182	0.005
BRC1_genera_incertae_sedis	2.575	8.967	0.060752323	0.14708838	NotSig	0.002	0
Nocardiopsis	2.838	9.966	0.060752323	0.14708838	NotSig	0.003	0
Thermomonas	1.204	16.543	0.060814397	0.14708838	NotSig	0.278	0.121
Methyloceanibacter	2.128	9.966	0.061165368	0.147472365	NotSig	0.005	0.001
Robiginitalea	3.06	10.551	0.061179846	0.147472365	NotSig	0.003	0
Polyangium	4.624	15.053	0.06150207	0.14799908	NotSig	0.112	0.005
Vitreoscilla	3.421	11.287	0.062068184	0.149109929	NotSig	0.004	0
Lachnospiracea_incertae_sedis	4.261	15.52	0.062343235	0.149518986	NotSig	0.074	0.004
Methylobrevis	2.837	9.965	0.062951497	0.150724474	NotSig	0.002	0
Skermanella	1.559	12.136	0.063758559	0.152401113	NotSig	0.037	0.013
SR1_genera_incertae_sedis	-0.797	10.967	0.0644948	0.153657597	NotSig	0.006	0.01
Rubinisphaera	1.471	15.136	0.06449958	0.153657597	NotSig	0.187	0.067
Mangroviflexus	0.105	14.988	0.064741603	0.153911554	NotSig	0.069	0.064
Gaetbulibacter	2.915	11.773	0.064821895	0.153911554	NotSig	0.008	0.001
Francisella	-13.772	8.966	0.06593642	0.155033674	NotSig	0	0.001
Desulfarculus	-14.093	9.965	0.065945356	0.155033674	NotSig	0	0.002
Maricurvus	-13.773	8.967	0.065945356	0.155033674	NotSig	0	0.001
Conchiformibius	-15.356	10.967	0.065945356	0.155033674	NotSig	0	0.004
Amphritea	-15.472	11.288	0.065946349	0.155033674	NotSig	0	0.005
Lentibacter	-15.772	11.551	0.065946349	0.155033674	NotSig	0	0.006
Citreicella	-0.185	15.408	0.066649683	0.156429437	NotSig	0.12	0.136
Terrisporobacter	2.127	10.551	0.066887431	0.156729661	NotSig	0.005	0.001
Uliginosibacterium	0.897	14.323	0.067501964	0.157910332	NotSig	0.072	0.038
Pseudogulbenkiania	1.365	13.214	0.068163982	0.159198039	NotSig	0.028	0.011
Mucilaginibacter	0.702	14.747	0.072989263	0.170189018	NotSig	0.114	0.07
Gp16	-0.308	13.667	0.075368842	0.175450796	NotSig	0.041	0.051
Thiocapsa	0.267	14.55	0.076837807	0.178579074	NotSig	0.043	0.036
Ohtaekwangia	2.099	15.652	0.079490583	0.184444003	NotSig	0.093	0.022
Rhizorhapis	6.044	18.069	0.08144481	0.188671662	NotSig	1.108	0.017
Franconibacter	3.423	12.775	0.081962979	0.189498575	NotSig	0.023	0.002
Silanimonas	1.371	15.053	0.082067358	0.189498575	NotSig	0.201	0.078
Azorhizobium	-4.271	13.215	0.083053172	0.191465068	NotSig	0.002	0.04
Gemmatimonas	0.126	15.053	0.083189111	0.191469132	NotSig	0.236	0.216
Nannocystis	4.11	13.053	0.085336319	0.19609489	NotSig	0.012	0.001
Oceanococcus	2.575	10.551	0.087342734	0.200382768	NotSig	0.004	0.001
Pelagibius	-1.173	11.288	0.088007655	0.201584148	NotSig	0.007	0.015
Povalibacter	0.121	14.748	0.088302786	0.201936018	NotSig	0.156	0.144
Snuella	2.712	10.966	0.089381069	0.204074856	NotSig	0.005	0.001
Limnobacter	0.685	14.775	0.089556871	0.20414961	NotSig	0.082	0.051
Olsenella	-2.554	9.965	0.091048447	0.207218714	NotSig	0	0.002
Neptuniibacter	1.838	8.967	0.091448552	0.207797904	NotSig	0.003	0.001
Prolixibacter	-0.177	13.288	0.09168038	0.207993485	NotSig	0.041	0.046
Nitrosopumilus	-3.206	11.288	0.092170921	0.208774451	NotSig	0	0.004
Gimesia	1.838	10.551	0.092518558	0.209229766	NotSig	0.004	0.001
Gp9	-0.351	13.873	0.093936234	0.212099693	NotSig	0.061	0.078
Thiobacillus	1.816	17.742	0.094894604	0.213925117	NotSig	0.422	0.12
Thiorhodospira	-1.654	10.551	0.095259049	0.214407986	NotSig	0.002	0.005
Duganella	0.529	14.58	0.095699645	0.215060462	NotSig	0.074	0.051
Streptosporangium	1.021	10.966	0.097854751	0.21955775	NotSig	0.019	0.009
Ornithobacterium	0.625	13.288	0.103777933	0.232482121	NotSig	0.018	0.012
Lacibacterium	0.506	11.966	0.104747457	0.23428624	NotSig	0.023	0.016
Clostridium_sensu_stricto	2.324	16.624	0.106261497	0.237300713	NotSig	0.389	0.078
Chryseobacterium	0.767	16.323	0.108041464	0.240898701	NotSig	0.27	0.158
Euzebya	-13.357	8.966	0.112213049	0.246366169	NotSig	0	0.001
Lentisphaera	-13.357	8.966	0.112218299	0.246366169	NotSig	0	0.001
Vallitalea	-13.357	8.966	0.112218299	0.246366169	NotSig	0	0.001
Roseospirillum	-13.357	8.966	0.112218299	0.246366169	NotSig	0	0.001
Thermoanaerobacter	-13.357	8.966	0.112218299	0.246366169	NotSig	0	0.001
Flavivirga	-13.771	9.965	0.112218299	0.246366169	NotSig	0	0.001
Ilyobacter	-13.357	8.966	0.112218299	0.246366169	NotSig	0	0.001
Dissulfuribacter	-13.357	8.966	0.112218299	0.246366169	NotSig	0	0.001
Methylogaea	-13.357	8.967	0.112218299	0.246366169	NotSig	0	0.001
Aminicenantes_genera_incertae_sedis	-18.655	15.824	0.112220049	0.246366169	NotSig	0	0.041
Megasphaera	-0.301	12.967	0.11400734	0.249539312	NotSig	0.02	0.024
Polymorphobacter	2.225	15.232	0.114015159	0.249539312	NotSig	0.106	0.023
Saccharospirillum	0.119	13.053	0.116815021	0.253841383	NotSig	0.017	0.016
Pseudonocardia	2.254	8.967	0.117520625	0.253841383	NotSig	0.002	0
Lamprocystis	-1.595	13.359	0.117674042	0.253841383	NotSig	0.006	0.019
Chitinophaga	0.626	13.053	0.118031227	0.253841383	NotSig	0.042	0.027
Marispirillum	2.575	9.965	0.118331262	0.253841383	NotSig	0.002	0
Ferritrophicum	5.645	13.287	0.118332347	0.253841383	NotSig	0.017	0
Porphyrobacter	5.645	14.214	0.119141916	0.253841383	NotSig	0.017	0
Planosporangium	3.574	10.966	0.119962383	0.253841383	NotSig	0.004	0
Youngimonas	-3.229	14.213	0.120501864	0.253841383	NotSig	0.007	0.066
Desulfohalobium	2.837	10.551	0.120780684	0.253841383	NotSig	0.002	0
Desulfobacula	3.711	11.551	0.120783969	0.253841383	NotSig	0.005	0
Litoricola	3.252	10.966	0.120785064	0.253841383	NotSig	0.003	0
Haloferula	4.159	12.551	0.121608853	0.253841383	NotSig	0.006	0
Thermogutta	1.645	13.873	0.121778603	0.253841383	NotSig	0.061	0.02
Chitinilyticum	3.252	11.288	0.122440344	0.253841383	NotSig	0.003	0
Geminicoccus	-1.448	9.966	0.122830256	0.253841383	NotSig	0.002	0.005
Ekhidna	13.025	8.966	0.123231328	0.253841383	NotSig	0.001	0
Roseovarius	13.025	8.966	0.123231328	0.253841383	NotSig	0.001	0
Actinomycetospora	13.025	8.966	0.123231328	0.253841383	NotSig	0.001	0
Lentibacillus	14.832	11.551	0.123234059	0.253841383	NotSig	0.003	0
Tistlia	13.025	8.967	0.123234059	0.253841383	NotSig	0.001	0
Tepidamorphus	15.195	11.966	0.123234059	0.253841383	NotSig	0.004	0
